PMID,domain,Study_Type,isVAL,isREP,isAPP
STUDY-0600,Mentioning errors,Causal,0,0,1
STUDY-0600,Missing data,Causal,0,0,4
STUDY-0600,Random error,Causal,1,0,3
STUDY-0600,Selection bias,Causal,1,1,2
STUDY-0119,Confounding bias,Causal,1,0,2
STUDY-0119,Measurement bias,Causal,1,0,5
STUDY-0119,Mentioning errors,Causal,0,0,1
STUDY-0119,Missing data,Causal,0,1,2
STUDY-0119,Random error,Causal,0,1,1
STUDY-0119,Selection bias,Causal,1,1,2
STUDY-0251,Confounding bias,Causal,1,0,1
STUDY-0251,Measurement bias,Causal,2,0,5
STUDY-0251,Mentioning errors,Causal,0,0,1
STUDY-0251,Missing data,Causal,0,0,2
STUDY-0251,Random error,Causal,0,1,1
STUDY-0251,Selection bias,Causal,1,1,2
STUDY-0932,Confounding bias,Causal,1,0,1
STUDY-0932,Measurement bias,Causal,1,0,4
STUDY-0932,Mentioning errors,Causal,0,0,1
STUDY-0932,Missing data,Causal,2,0,4
STUDY-0932,Random error,Causal,0,1,1
STUDY-0932,Selection bias,Causal,1,1,2
STUDY-0749,Conflating task,Descriptive,0,0,1
STUDY-0749,Measurement bias,Descriptive,0,0,0
STUDY-0749,Mentioning errors,Descriptive,0,0,1
STUDY-0749,Missing data,Descriptive,0,1,1
STUDY-0749,Selection bias,Descriptive,0,0,1
STUDY-0517,Confounding bias,Causal,1,0,1
STUDY-0517,Measurement bias,Causal,5,0,5
STUDY-0517,Mentioning errors,Causal,0,0,1
STUDY-0517,Missing data,Causal,0,0,2
STUDY-0517,Random error,Causal,0,1,1
STUDY-0517,Selection bias,Causal,1,1,2
STUDY-0210,Conflating task,Descriptive,1,0,1
STUDY-0210,Measurement bias,Descriptive,0,0,1
STUDY-0210,Mentioning errors,Descriptive,0,0,1
STUDY-0210,Missing data,Descriptive,0,1,1
STUDY-0210,Random error,Descriptive,0,1,1
STUDY-0210,Selection bias,Descriptive,1,0,1
STUDY-0923,Confounding bias,Causal,1,0,2
STUDY-0923,Measurement bias,Causal,1,0,3
STUDY-0923,Mentioning errors,Causal,0,0,1
STUDY-0923,Missing data,Causal,0,0,2
STUDY-0923,Random error,Causal,0,1,1
STUDY-0923,Selection bias,Causal,2,1,4
STUDY-0214,Confounding bias,Causal,1,0,2
STUDY-0214,Measurement bias,Causal,0,0,4
STUDY-0214,Mentioning errors,Causal,0,0,1
STUDY-0214,Missing data,Causal,0,0,2
STUDY-0214,Selection bias,Causal,0,0,1
STUDY-0565,Confounding bias,Causal,1,0,1
STUDY-0565,Measurement bias,Causal,2,0,4
STUDY-0565,Mentioning errors,Causal,0,0,1
STUDY-0565,Missing data,Causal,0,2,2
STUDY-0565,Random error,Causal,1,0,3
STUDY-0565,Selection bias,Causal,1,1,2
STUDY-0899,Confounding bias,Causal,1,0,1
STUDY-0899,Measurement bias,Causal,4,0,5
STUDY-0899,Mentioning errors,Causal,0,1,1
STUDY-0899,Missing data,Causal,0,0,2
STUDY-0899,Random error,Causal,1,0,3
STUDY-0899,Selection bias,Causal,1,1,2
STUDY-0094,Confounding bias,Causal,1,0,2
STUDY-0094,Measurement bias,Causal,1,0,5
STUDY-0094,Mentioning errors,Causal,0,0,1
STUDY-0094,Missing data,Causal,0,0,2
STUDY-0094,Random error,Causal,0,1,1
STUDY-0094,Selection bias,Causal,1,1,2
STUDY-0809,Confounding bias,Causal,1,0,2
STUDY-0809,Measurement bias,Causal,5,0,5
STUDY-0809,Mentioning errors,Causal,0,1,1
STUDY-0809,Missing data,Causal,0,2,2
STUDY-0809,Random error,Causal,2,0,3
STUDY-0809,Selection bias,Causal,1,1,2
STUDY-0793,Confounding bias,Causal,1,0,2
STUDY-0793,Measurement bias,Causal,1,0,5
STUDY-0793,Mentioning errors,Causal,0,1,1
STUDY-0793,Missing data,Causal,1,0,3
STUDY-0793,Random error,Causal,1,0,3
STUDY-0793,Selection bias,Causal,2,1,4
STUDY-0387,Conflating task,Descriptive,1,0,1
STUDY-0387,Measurement bias,Descriptive,0,0,1
STUDY-0387,Mentioning errors,Descriptive,0,1,1
STUDY-0387,Missing data,Descriptive,0,1,1
STUDY-0387,Random error,Descriptive,1,0,3
STUDY-0387,Selection bias,Descriptive,1,0,1
STUDY-0700,Confounding bias,Causal,0,0,1
STUDY-0700,Measurement bias,Causal,1,0,4
STUDY-0700,Mentioning errors,Causal,0,0,1
STUDY-0700,Missing data,Causal,0,0,2
STUDY-0700,Random error,Causal,1,0,3
STUDY-0700,Selection bias,Causal,0,0,2
STUDY-0805,Confounding bias,Causal,1,0,2
STUDY-0805,Measurement bias,Causal,1,0,4
STUDY-0805,Mentioning errors,Causal,0,0,1
STUDY-0805,Missing data,Causal,0,0,2
STUDY-0805,Random error,Causal,0,0,3
STUDY-0805,Selection bias,Causal,1,1,2
STUDY-0780,Confounding bias,Causal,1,0,2
STUDY-0780,Measurement bias,Causal,0,0,3
STUDY-0780,Mentioning errors,Causal,0,0,1
STUDY-0780,Missing data,Causal,0,0,2
STUDY-0780,Selection bias,Causal,1,2,3
STUDY-0184,Confounding bias,Causal,0,0,1
STUDY-0184,Measurement bias,Causal,1,0,5
STUDY-0184,Mentioning errors,Causal,0,1,1
STUDY-0184,Missing data,Causal,0,0,2
STUDY-0184,Random error,Causal,1,0,3
STUDY-0184,Selection bias,Causal,1,1,3
STUDY-0205,Confounding bias,Causal,0,0,2
STUDY-0205,Measurement bias,Causal,1,0,5
STUDY-0205,Mentioning errors,Causal,0,0,1
STUDY-0205,Missing data,Causal,2,0,4
STUDY-0205,Random error,Causal,0,1,1
STUDY-0205,Selection bias,Causal,1,1,2
STUDY-0740,Confounding bias,Causal,1,0,2
STUDY-0740,Measurement bias,Causal,3,0,5
STUDY-0740,Mentioning errors,Causal,0,0,1
STUDY-0740,Missing data,Causal,1,0,3
STUDY-0740,Random error,Causal,1,0,3
STUDY-0740,Selection bias,Causal,1,1,2
STUDY-0930,Confounding bias,Causal,1,0,1
STUDY-0930,Measurement bias,Causal,2,0,4
STUDY-0930,Mentioning errors,Causal,0,0,1
STUDY-0930,Missing data,Causal,0,1,2
STUDY-0930,Random error,Causal,1,0,3
STUDY-0930,Selection bias,Causal,1,1,3
STUDY-1026,Conflating task,Descriptive,0,0,1
STUDY-1026,Measurement bias,Descriptive,1,0,1
STUDY-1026,Mentioning errors,Descriptive,0,1,1
STUDY-1026,Missing data,Descriptive,0,1,1
STUDY-1026,Selection bias,Descriptive,0,0,1
STUDY-0649,Confounding bias,Causal,1,0,1
STUDY-0649,Measurement bias,Causal,1,0,5
STUDY-0649,Mentioning errors,Causal,0,0,1
STUDY-0649,Missing data,Causal,0,0,2
STUDY-0649,Selection bias,Causal,0,1,2
STUDY-0133,Confounding bias,Causal,1,0,1
STUDY-0133,Measurement bias,Causal,4,0,5
STUDY-0133,Mentioning errors,Causal,0,0,1
STUDY-0133,Missing data,Causal,0,2,2
STUDY-0133,Random error,Causal,0,1,1
STUDY-0133,Selection bias,Causal,1,1,2
STUDY-0542,Confounding bias,Causal,0,0,2
STUDY-0542,Measurement bias,Causal,3,0,5
STUDY-0542,Mentioning errors,Causal,0,0,1
STUDY-0542,Missing data,Causal,0,1,2
STUDY-0542,Random error,Causal,0,1,1
STUDY-0542,Selection bias,Causal,1,1,2
STUDY-0337,Confounding bias,Causal,1,0,2
STUDY-0337,Measurement bias,Causal,1,0,5
STUDY-0337,Mentioning errors,Causal,0,0,1
STUDY-0337,Missing data,Causal,0,1,2
STUDY-0337,Random error,Causal,0,1,1
STUDY-0337,Selection bias,Causal,1,2,3
STUDY-0702,Conflating task,Descriptive,1,0,1
STUDY-0702,Measurement bias,Descriptive,0,0,1
STUDY-0702,Mentioning errors,Descriptive,0,0,1
STUDY-0702,Missing data,Descriptive,0,0,1
STUDY-0702,Random error,Descriptive,1,0,3
STUDY-0702,Selection bias,Descriptive,1,0,1
STUDY-0541,Conflating task,Descriptive,1,0,1
STUDY-0541,Measurement bias,Descriptive,1,0,1
STUDY-0541,Mentioning errors,Descriptive,0,1,1
STUDY-0541,Missing data,Descriptive,0,1,1
STUDY-0541,Selection bias,Descriptive,0,0,1
STUDY-0840,Confounding bias,Causal,1,0,1
STUDY-0840,Measurement bias,Causal,1,0,5
STUDY-0840,Mentioning errors,Causal,0,0,1
STUDY-0840,Missing data,Causal,0,1,2
STUDY-0840,Selection bias,Causal,0,0,1
STUDY-0447,Confounding bias,Causal,0,0,1
STUDY-0447,Measurement bias,Causal,1,0,4
STUDY-0447,Mentioning errors,Causal,0,1,1
STUDY-0447,Missing data,Causal,0,1,2
STUDY-0447,Random error,Causal,1,0,3
STUDY-0447,Selection bias,Causal,1,2,3
STUDY-0634,Conflating task,Descriptive,1,0,1
STUDY-0634,Measurement bias,Descriptive,0,0,1
STUDY-0634,Mentioning errors,Descriptive,0,0,1
STUDY-0634,Missing data,Descriptive,0,1,1
STUDY-0634,Random error,Descriptive,0,1,1
STUDY-0634,Selection bias,Descriptive,1,0,1
STUDY-0037,Confounding bias,Causal,1,0,2
STUDY-0037,Measurement bias,Causal,2,0,4
STUDY-0037,Mentioning errors,Causal,0,0,1
STUDY-0037,Missing data,Causal,0,0,2
STUDY-0037,Random error,Causal,1,0,3
STUDY-0037,Selection bias,Causal,1,1,2
STUDY-1021,Conflating task,Descriptive,1,0,1
STUDY-1021,Measurement bias,Descriptive,1,0,1
STUDY-1021,Mentioning errors,Descriptive,0,0,1
STUDY-1021,Missing data,Descriptive,0,0,1
STUDY-1021,Random error,Descriptive,1,0,3
STUDY-1021,Selection bias,Descriptive,1,0,1
STUDY-0268,Confounding bias,Causal,0,0,2
STUDY-0268,Measurement bias,Causal,0,0,5
STUDY-0268,Mentioning errors,Causal,0,0,1
STUDY-0268,Missing data,Causal,0,0,2
STUDY-0268,Selection bias,Causal,0,1,2
STUDY-0943,Conflating task,Descriptive,0,0,1
STUDY-0943,Measurement bias,Descriptive,1,0,1
STUDY-0943,Mentioning errors,Descriptive,0,0,1
STUDY-0943,Missing data,Descriptive,0,1,1
STUDY-0943,Random error,Descriptive,0,1,1
STUDY-0943,Selection bias,Descriptive,1,0,1
STUDY-0760,Conflating task,Descriptive,1,0,1
STUDY-0760,Measurement bias,Descriptive,0,0,1
STUDY-0760,Mentioning errors,Descriptive,0,0,1
STUDY-0760,Missing data,Descriptive,1,0,2
STUDY-0760,Random error,Descriptive,0,1,1
STUDY-0760,Selection bias,Descriptive,1,0,1
STUDY-0549,Confounding bias,Causal,1,0,2
STUDY-0549,Measurement bias,Causal,0,0,5
STUDY-0549,Mentioning errors,Causal,0,0,1
STUDY-0549,Missing data,Causal,1,1,3
STUDY-0549,Random error,Causal,1,0,3
STUDY-0549,Selection bias,Causal,1,1,2
STUDY-0161,Confounding bias,Causal,1,0,2
STUDY-0161,Measurement bias,Causal,3,0,5
STUDY-0161,Mentioning errors,Causal,0,0,1
STUDY-0161,Missing data,Causal,0,0,2
STUDY-0161,Random error,Causal,0,1,1
STUDY-0161,Selection bias,Causal,1,1,2
STUDY-0064,Confounding bias,Causal,1,0,1
STUDY-0064,Measurement bias,Causal,2,0,4
STUDY-0064,Mentioning errors,Causal,0,0,1
STUDY-0064,Missing data,Causal,0,0,2
STUDY-0064,Random error,Causal,0,1,1
STUDY-0064,Selection bias,Causal,1,1,3
STUDY-0952,Conflating task,Descriptive,1,0,1
STUDY-0952,Measurement bias,Descriptive,0,0,1
STUDY-0952,Mentioning errors,Descriptive,0,0,1
STUDY-0952,Missing data,Descriptive,0,1,1
STUDY-0952,Random error,Descriptive,0,0,3
STUDY-0952,Selection bias,Descriptive,1,0,1
STUDY-0471,Confounding bias,Causal,1,0,1
STUDY-0471,Measurement bias,Causal,1,0,4
STUDY-0471,Mentioning errors,Causal,0,1,1
STUDY-0471,Missing data,Causal,0,2,2
STUDY-0471,Random error,Causal,0,1,1
STUDY-0471,Selection bias,Causal,1,1,2
STUDY-0135,Confounding bias,Causal,1,0,1
STUDY-0135,Measurement bias,Causal,1,0,5
STUDY-0135,Mentioning errors,Causal,0,1,1
STUDY-0135,Missing data,Causal,0,1,2
STUDY-0135,Random error,Causal,0,1,1
STUDY-0135,Selection bias,Causal,1,1,2
STUDY-0963,Confounding bias,Causal,0,0,1
STUDY-0963,Measurement bias,Causal,1,0,4
STUDY-0963,Mentioning errors,Causal,0,0,1
STUDY-0963,Missing data,Causal,0,1,2
STUDY-0963,Random error,Causal,0,1,1
STUDY-0963,Selection bias,Causal,1,2,3
STUDY-0494,Confounding bias,Causal,0,0,1
STUDY-0494,Measurement bias,Causal,0,0,4
STUDY-0494,Mentioning errors,Causal,0,1,1
STUDY-0494,Missing data,Causal,0,0,2
STUDY-0494,Random error,Causal,0,0,3
STUDY-0494,Selection bias,Causal,1,1,3
STUDY-0577,Confounding bias,Causal,0,0,1
STUDY-0577,Measurement bias,Causal,2,0,5
STUDY-0577,Mentioning errors,Causal,0,0,1
STUDY-0577,Missing data,Causal,0,0,3
STUDY-0577,Random error,Causal,0,0,3
STUDY-0577,Selection bias,Causal,0,0,2
STUDY-0598,Confounding bias,Causal,1,0,2
STUDY-0598,Measurement bias,Causal,3,0,4
STUDY-0598,Mentioning errors,Causal,0,1,1
STUDY-0598,Missing data,Causal,0,0,2
STUDY-0598,Random error,Causal,2,0,3
STUDY-0598,Selection bias,Causal,1,1,2
STUDY-0093,Confounding bias,Causal,1,0,2
STUDY-0093,Measurement bias,Causal,1,0,4
STUDY-0093,Mentioning errors,Causal,0,0,1
STUDY-0093,Missing data,Causal,0,1,2
STUDY-0093,Selection bias,Causal,0,1,2
STUDY-0006,Confounding bias,Causal,1,0,1
STUDY-0006,Measurement bias,Causal,3,0,5
STUDY-0006,Mentioning errors,Causal,0,0,1
STUDY-0006,Missing data,Causal,0,0,2
STUDY-0006,Random error,Causal,0,1,1
STUDY-0006,Selection bias,Causal,1,2,3
STUDY-0698,Confounding bias,Causal,1,0,1
STUDY-0698,Measurement bias,Causal,2,0,4
STUDY-0698,Mentioning errors,Causal,0,0,1
STUDY-0698,Missing data,Causal,0,0,2
STUDY-0698,Random error,Causal,0,1,1
STUDY-0698,Selection bias,Causal,1,1,2
STUDY-0603,Confounding bias,Causal,1,0,1
STUDY-0603,Measurement bias,Causal,0,0,5
STUDY-0603,Mentioning errors,Causal,0,0,1
STUDY-0603,Missing data,Causal,0,0,2
STUDY-0603,Random error,Causal,0,0,3
STUDY-0603,Selection bias,Causal,1,1,2
STUDY-1001,Confounding bias,Causal,1,0,2
STUDY-1001,Measurement bias,Causal,1,0,4
STUDY-1001,Mentioning errors,Causal,0,1,1
STUDY-1001,Missing data,Causal,0,0,2
STUDY-1001,Random error,Causal,0,1,1
STUDY-1001,Selection bias,Causal,1,1,2
STUDY-0423,Confounding bias,Causal,1,0,1
STUDY-0423,Measurement bias,Causal,2,0,4
STUDY-0423,Mentioning errors,Causal,0,1,1
STUDY-0423,Missing data,Causal,0,1,2
STUDY-0423,Random error,Causal,0,1,1
STUDY-0423,Selection bias,Causal,1,1,2
STUDY-0086,Conflating task,Descriptive,1,0,1
STUDY-0086,Measurement bias,Descriptive,0,0,1
STUDY-0086,Mentioning errors,Descriptive,0,1,1
STUDY-0086,Missing data,Descriptive,0,0,1
STUDY-0086,Random error,Descriptive,0,1,1
STUDY-0086,Selection bias,Descriptive,1,0,1
STUDY-0207,Confounding bias,Causal,0,0,2
STUDY-0207,Measurement bias,Causal,3,0,5
STUDY-0207,Mentioning errors,Causal,0,1,1
STUDY-0207,Missing data,Causal,0,2,2
STUDY-0207,Random error,Causal,0,1,1
STUDY-0207,Selection bias,Causal,1,1,2
STUDY-0109,Confounding bias,Causal,1,0,1
STUDY-0109,Measurement bias,Causal,3,0,4
STUDY-0109,Mentioning errors,Causal,0,0,1
STUDY-0109,Missing data,Causal,0,2,2
STUDY-0109,Random error,Causal,1,0,3
STUDY-0109,Selection bias,Causal,1,1,2
STUDY-1016,Conflating task,Descriptive,0,0,1
STUDY-1016,Measurement bias,Descriptive,0,0,1
STUDY-1016,Mentioning errors,Descriptive,0,0,1
STUDY-1016,Missing data,Descriptive,0,1,1
STUDY-1016,Selection bias,Descriptive,0,0,1
STUDY-0473,Conflating task,Descriptive,1,0,1
STUDY-0473,Measurement bias,Descriptive,0,0,1
STUDY-0473,Mentioning errors,Descriptive,0,0,1
STUDY-0473,Missing data,Descriptive,0,0,1
STUDY-0473,Random error,Descriptive,0,0,3
STUDY-0473,Selection bias,Descriptive,1,0,1
STUDY-0295,Confounding bias,Causal,1,0,2
STUDY-0295,Measurement bias,Causal,1,0,4
STUDY-0295,Mentioning errors,Causal,0,0,1
STUDY-0295,Missing data,Causal,2,0,4
STUDY-0295,Random error,Causal,1,0,3
STUDY-0295,Selection bias,Causal,1,1,2
STUDY-0516,Confounding bias,Causal,1,0,2
STUDY-0516,Measurement bias,Causal,3,0,4
STUDY-0516,Mentioning errors,Causal,0,0,1
STUDY-0516,Missing data,Causal,0,0,2
STUDY-0516,Selection bias,Causal,0,0,2
STUDY-0803,Conflating task,Descriptive,0,0,1
STUDY-0803,Measurement bias,Descriptive,0,0,1
STUDY-0803,Mentioning errors,Descriptive,0,1,1
STUDY-0803,Missing data,Descriptive,0,0,1
STUDY-0803,Selection bias,Descriptive,0,0,1
STUDY-0307,Confounding bias,Causal,0,0,1
STUDY-0307,Measurement bias,Causal,0,0,4
STUDY-0307,Mentioning errors,Causal,0,0,1
STUDY-0307,Missing data,Causal,0,0,2
STUDY-0307,Random error,Causal,0,0,3
STUDY-0307,Selection bias,Causal,0,0,2
STUDY-0560,Conflating task,Descriptive,1,0,1
STUDY-0560,Measurement bias,Descriptive,0,0,1
STUDY-0560,Mentioning errors,Descriptive,0,0,1
STUDY-0560,Missing data,Descriptive,0,1,1
STUDY-0560,Selection bias,Descriptive,1,0,1
STUDY-0132,Confounding bias,Causal,1,0,1
STUDY-0132,Measurement bias,Causal,1,0,3
STUDY-0132,Mentioning errors,Causal,0,0,1
STUDY-0132,Missing data,Causal,0,0,2
STUDY-0132,Selection bias,Causal,0,1,2
STUDY-0852,Confounding bias,Causal,1,0,2
STUDY-0852,Measurement bias,Causal,2,0,4
STUDY-0852,Mentioning errors,Causal,0,0,1
STUDY-0852,Missing data,Causal,0,0,2
STUDY-0852,Random error,Causal,0,1,1
STUDY-0852,Selection bias,Causal,1,1,2
STUDY-0231,Confounding bias,Causal,1,0,1
STUDY-0231,Measurement bias,Causal,3,0,5
STUDY-0231,Mentioning errors,Causal,0,0,1
STUDY-0231,Missing data,Causal,0,0,2
STUDY-0231,Random error,Causal,0,1,1
STUDY-0231,Selection bias,Causal,1,1,2
STUDY-0595,Confounding bias,Causal,1,0,2
STUDY-0595,Measurement bias,Causal,3,0,5
STUDY-0595,Mentioning errors,Causal,0,0,1
STUDY-0595,Missing data,Causal,2,0,4
STUDY-0595,Random error,Causal,0,1,1
STUDY-0595,Selection bias,Causal,1,1,2
STUDY-0834,Confounding bias,Causal,1,0,1
STUDY-0834,Measurement bias,Causal,0,0,5
STUDY-0834,Mentioning errors,Causal,0,0,1
STUDY-0834,Missing data,Causal,1,0,3
STUDY-0834,Random error,Causal,0,0,3
STUDY-0834,Selection bias,Causal,1,1,3
STUDY-0865,Conflating task,Descriptive,0,0,1
STUDY-0865,Measurement bias,Descriptive,1,0,1
STUDY-0865,Mentioning errors,Descriptive,0,1,1
STUDY-0865,Missing data,Descriptive,0,0,1
STUDY-0865,Selection bias,Descriptive,0,0,1
STUDY-0339,Conflating task,Descriptive,0,0,1
STUDY-0339,Measurement bias,Descriptive,1,0,1
STUDY-0339,Mentioning errors,Descriptive,0,1,1
STUDY-0339,Missing data,Descriptive,0,0,1
STUDY-0339,Selection bias,Descriptive,0,0,1
STUDY-0773,Conflating task,Descriptive,1,0,1
STUDY-0773,Measurement bias,Descriptive,0,0,1
STUDY-0773,Mentioning errors,Descriptive,0,1,1
STUDY-0773,Missing data,Descriptive,0,0,1
STUDY-0773,Random error,Descriptive,1,0,3
STUDY-0773,Selection bias,Descriptive,1,0,1
STUDY-0744,Confounding bias,Causal,1,0,2
STUDY-0744,Measurement bias,Causal,1,0,5
STUDY-0744,Mentioning errors,Causal,0,1,1
STUDY-0744,Missing data,Causal,0,2,2
STUDY-0744,Random error,Causal,0,1,1
STUDY-0744,Selection bias,Causal,1,1,2
STUDY-0475,Confounding bias,Causal,1,0,2
STUDY-0475,Measurement bias,Causal,1,0,4
STUDY-0475,Mentioning errors,Causal,0,0,1
STUDY-0475,Missing data,Causal,0,0,2
STUDY-0475,Selection bias,Causal,0,0,1
STUDY-0853,Confounding bias,Causal,0,0,2
STUDY-0853,Measurement bias,Causal,0,0,3
STUDY-0853,Mentioning errors,Causal,0,0,1
STUDY-0853,Missing data,Causal,0,0,3
STUDY-0853,Selection bias,Causal,0,0,2
STUDY-0403,Confounding bias,Causal,1,0,2
STUDY-0403,Measurement bias,Causal,0,0,4
STUDY-0403,Mentioning errors,Causal,0,0,1
STUDY-0403,Missing data,Causal,2,0,4
STUDY-0403,Selection bias,Causal,0,0,1
STUDY-0628,Confounding bias,Causal,1,0,1
STUDY-0628,Measurement bias,Causal,3,0,5
STUDY-0628,Mentioning errors,Causal,0,0,1
STUDY-0628,Missing data,Causal,0,1,2
STUDY-0628,Random error,Causal,0,1,1
STUDY-0628,Selection bias,Causal,1,2,3
STUDY-0653,Confounding bias,Causal,1,0,2
STUDY-0653,Measurement bias,Causal,1,0,4
STUDY-0653,Mentioning errors,Causal,0,0,1
STUDY-0653,Missing data,Causal,1,0,3
STUDY-0653,Random error,Causal,1,0,3
STUDY-0653,Selection bias,Causal,1,2,3
STUDY-0005,Confounding bias,Causal,1,0,2
STUDY-0005,Measurement bias,Causal,5,0,5
STUDY-0005,Mentioning errors,Causal,0,0,1
STUDY-0005,Missing data,Causal,2,0,4
STUDY-0005,Random error,Causal,0,1,1
STUDY-0005,Selection bias,Causal,1,1,2
STUDY-0162,Confounding bias,Causal,1,0,1
STUDY-0162,Measurement bias,Causal,2,0,3
STUDY-0162,Mentioning errors,Causal,0,0,1
STUDY-0162,Missing data,Causal,2,0,4
STUDY-0162,Selection bias,Causal,2,1,4
STUDY-0728,Confounding bias,Causal,1,0,2
STUDY-0728,Measurement bias,Causal,3,0,5
STUDY-0728,Mentioning errors,Causal,0,0,1
STUDY-0728,Missing data,Causal,2,0,4
STUDY-0728,Random error,Causal,1,0,3
STUDY-0728,Selection bias,Causal,1,1,2
STUDY-0590,Confounding bias,Causal,1,0,2
STUDY-0590,Measurement bias,Causal,0,0,5
STUDY-0590,Mentioning errors,Causal,0,1,1
STUDY-0590,Missing data,Causal,0,1,2
STUDY-0590,Random error,Causal,1,0,3
STUDY-0590,Selection bias,Causal,1,1,2
STUDY-0440,Conflating task,Descriptive,0,0,1
STUDY-0440,Measurement bias,Descriptive,1,0,1
STUDY-0440,Mentioning errors,Descriptive,0,1,1
STUDY-0440,Missing data,Descriptive,0,1,1
STUDY-0440,Selection bias,Descriptive,0,0,1
STUDY-0450,Confounding bias,Causal,1,0,1
STUDY-0450,Measurement bias,Causal,2,0,4
STUDY-0450,Mentioning errors,Causal,0,1,1
STUDY-0450,Missing data,Causal,0,0,2
STUDY-0450,Random error,Causal,2,0,3
STUDY-0450,Selection bias,Causal,1,1,2
STUDY-0416,Confounding bias,Causal,1,0,1
STUDY-0416,Measurement bias,Causal,0,0,5
STUDY-0416,Mentioning errors,Causal,0,1,1
STUDY-0416,Missing data,Causal,0,0,2
STUDY-0416,Random error,Causal,0,1,1
STUDY-0416,Selection bias,Causal,1,1,2
STUDY-0557,Confounding bias,Causal,1,0,1
STUDY-0557,Measurement bias,Causal,2,0,5
STUDY-0557,Mentioning errors,Causal,0,0,1
STUDY-0557,Missing data,Causal,0,2,2
STUDY-0557,Random error,Causal,0,1,1
STUDY-0557,Selection bias,Causal,1,2,3
STUDY-0352,Confounding bias,Causal,1,0,2
STUDY-0352,Measurement bias,Causal,2,0,5
STUDY-0352,Mentioning errors,Causal,0,1,1
STUDY-0352,Missing data,Causal,0,0,2
STUDY-0352,Random error,Causal,1,0,3
STUDY-0352,Selection bias,Causal,1,1,2
STUDY-0468,Conflating task,Descriptive,1,0,1
STUDY-0468,Measurement bias,Descriptive,0,0,0
STUDY-0468,Mentioning errors,Descriptive,0,1,1
STUDY-0468,Missing data,Descriptive,0,1,1
STUDY-0468,Random error,Descriptive,0,1,1
STUDY-0468,Selection bias,Descriptive,0,0,1
STUDY-0665,Confounding bias,Causal,1,0,1
STUDY-0665,Measurement bias,Causal,0,0,4
STUDY-0665,Mentioning errors,Causal,0,0,1
STUDY-0665,Missing data,Causal,2,0,4
STUDY-0665,Selection bias,Causal,0,0,1
STUDY-0988,Confounding bias,Causal,1,0,1
STUDY-0988,Measurement bias,Causal,2,0,5
STUDY-0988,Mentioning errors,Causal,0,1,1
STUDY-0988,Missing data,Causal,0,0,2
STUDY-0988,Random error,Causal,0,1,1
STUDY-0988,Selection bias,Causal,1,2,3
STUDY-0252,Confounding bias,Causal,1,0,1
STUDY-0252,Measurement bias,Causal,0,0,4
STUDY-0252,Mentioning errors,Causal,0,0,1
STUDY-0252,Missing data,Causal,0,0,2
STUDY-0252,Random error,Causal,1,0,3
STUDY-0252,Selection bias,Causal,1,1,2
STUDY-0986,Confounding bias,Causal,1,0,1
STUDY-0986,Measurement bias,Causal,3,0,5
STUDY-0986,Mentioning errors,Causal,0,0,1
STUDY-0986,Missing data,Causal,0,0,2
STUDY-0986,Random error,Causal,0,1,1
STUDY-0986,Selection bias,Causal,1,1,2
STUDY-0781,Confounding bias,Causal,0,0,1
STUDY-0781,Measurement bias,Causal,0,0,5
STUDY-0781,Mentioning errors,Causal,0,0,1
STUDY-0781,Missing data,Causal,0,1,2
STUDY-0781,Random error,Causal,0,1,1
STUDY-0781,Selection bias,Causal,1,2,3
STUDY-0360,Confounding bias,Causal,1,0,1
STUDY-0360,Measurement bias,Causal,3,0,5
STUDY-0360,Mentioning errors,Causal,0,0,1
STUDY-0360,Missing data,Causal,0,2,2
STUDY-0360,Random error,Causal,0,0,3
STUDY-0360,Selection bias,Causal,1,1,2
STUDY-1003,Conflating task,Descriptive,1,0,1
STUDY-1003,Measurement bias,Descriptive,0,0,1
STUDY-1003,Mentioning errors,Descriptive,0,1,1
STUDY-1003,Missing data,Descriptive,0,0,1
STUDY-1003,Random error,Descriptive,0,1,1
STUDY-1003,Selection bias,Descriptive,1,0,1
STUDY-0062,Confounding bias,Causal,1,0,1
STUDY-0062,Measurement bias,Causal,0,0,3
STUDY-0062,Mentioning errors,Causal,0,1,1
STUDY-0062,Missing data,Causal,0,0,2
STUDY-0062,Random error,Causal,1,0,3
STUDY-0062,Selection bias,Causal,1,2,3
STUDY-0630,Confounding bias,Causal,1,0,2
STUDY-0630,Measurement bias,Causal,1,0,3
STUDY-0630,Mentioning errors,Causal,0,0,1
STUDY-0630,Missing data,Causal,0,0,2
STUDY-0630,Selection bias,Causal,0,1,2
STUDY-0335,Confounding bias,Causal,1,0,1
STUDY-0335,Measurement bias,Causal,2,0,4
STUDY-0335,Mentioning errors,Causal,0,1,1
STUDY-0335,Missing data,Causal,0,0,2
STUDY-0335,Selection bias,Causal,0,0,2
STUDY-0096,Confounding bias,Causal,1,0,2
STUDY-0096,Measurement bias,Causal,0,0,5
STUDY-0096,Mentioning errors,Causal,0,0,1
STUDY-0096,Missing data,Causal,0,2,2
STUDY-0096,Random error,Causal,0,1,1
STUDY-0096,Selection bias,Causal,1,1,2
STUDY-0778,Conflating task,Descriptive,1,0,1
STUDY-0778,Measurement bias,Descriptive,0,0,1
STUDY-0778,Mentioning errors,Descriptive,0,1,1
STUDY-0778,Missing data,Descriptive,0,0,1
